finding_id,application_id,application_name,environment,cve,component_ref,cvss,epss,internet_exposed,runtime_reachable,business_criticality,concert_like_risk_score,suggested_priority,status,scanner
FND-000272,APP-0008,Data Hub,production,CVE-2023-38545,pkg:maven/org.apache.logging.log4j/log4j-core@5.14.0?instance=60,6.8,0.2689,False,False,High,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000273,APP-0008,Data Hub,production,CVE-2025-32463,pkg:maven/org.hibernate/hibernate-core@6.4.7?instance=41,7.3,0.3876,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000274,APP-0008,Data Hub,production,CVE-2023-38545,pkg:maven/com.fasterxml.jackson.core/jackson-databind@4.11.9?instance=2,5.6,0.073,False,True,High,5.8,P2,Open,SyntheticScanner
FND-000275,APP-0008,Data Hub,production,CVE-2024-21626,pkg:maven/org.apache.logging.log4j/log4j-core@3.4.7?instance=19,9.8,0.4379,False,True,High,10,P1,Open,SyntheticScanner
FND-000276,APP-0008,Data Hub,production,CVE-2021-44228,pkg:maven/io.netty/netty-handler@7.14.4?instance=0,6.1,0.2655,False,True,High,7.0,P2,Open,SyntheticScanner
FND-000277,APP-0008,Data Hub,production,CVE-2025-29927,pkg:maven/com.fasterxml.jackson.core/jackson-databind@4.11.9?instance=2,6.6,0.1446,False,True,High,7.1,P2,Open,SyntheticScanner
FND-000278,APP-0008,Data Hub,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@5.0.10?instance=4,9.1,0.0797,False,True,High,9.4,P1,Open,SyntheticScanner
FND-000279,APP-0008,Data Hub,production,CVE-2025-29927,pkg:maven/org.yaml/snakeyaml@6.7.7?instance=42,6.4,0.3118,False,False,High,5.1,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000280,APP-0008,Data Hub,production,CVE-2023-38545,pkg:maven/com.fasterxml.jackson.core/jackson-databind@6.11.2?instance=73,8.7,0.227,False,True,High,9.8,P1,Open,SyntheticScanner
FND-000281,APP-0008,Data Hub,production,CVE-2021-44228,pkg:maven/com.fasterxml.jackson.core/jackson-databind@6.19.10?instance=44,9.4,0.3146,False,True,High,10,P1,Open,SyntheticScanner
FND-000282,APP-0008,Data Hub,production,CVE-2023-44487,pkg:maven/org.hibernate/hibernate-core@3.17.12?instance=5,7.1,0.5642,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000283,APP-0008,Data Hub,production,CVE-2022-22965,pkg:maven/org.apache.logging.log4j/log4j-core@2.12.7?instance=29,8.7,0.4444,False,True,High,10,P1,Open,SyntheticScanner
FND-000284,APP-0008,Data Hub,production,CVE-2023-38545,pkg:maven/org.apache.logging.log4j/log4j-core@5.0.10?instance=4,7.7,0.0317,False,True,High,7.7,P1,Open,SyntheticScanner
FND-000285,APP-0008,Data Hub,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@8.3.5?instance=43,4.4,0.5096,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000286,APP-0008,Data Hub,preproduction,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@1.7.0?instance=20,5.3,0.8015,False,False,High,5.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000287,APP-0008,Data Hub,preproduction,CVE-2025-24813,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.3.2?instance=58,4.7,0.1409,False,False,High,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000288,APP-0008,Data Hub,preproduction,CVE-2025-24813,pkg:maven/org.yaml/snakeyaml@4.8.4?instance=22,6.2,0.7262,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000289,APP-0008,Data Hub,preproduction,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@9.18.5?instance=5,6.5,0.2548,False,True,High,7.4,P2,Open,SyntheticScanner
FND-000290,APP-0008,Data Hub,preproduction,CVE-2023-38545,pkg:maven/io.netty/netty-handler@6.15.5?instance=44,8.9,0.2475,False,True,High,10,P1,Open,SyntheticScanner
FND-000291,APP-0008,Data Hub,preproduction,CVE-2025-29927,pkg:maven/org.yaml/snakeyaml@9.5.12?instance=50,6.6,0.0967,False,True,High,6.9,P2,Open,SyntheticScanner
FND-000292,APP-0008,Data Hub,preproduction,CVE-2025-29927,pkg:maven/org.postgresql/postgresql@5.7.6?instance=21,4.6,0.1683,False,False,High,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000293,APP-0008,Data Hub,preproduction,CVE-2023-44487,pkg:maven/org.hibernate/hibernate-core@2.5.0?instance=60,9.6,0.2936,False,False,High,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000294,APP-0008,Data Hub,preproduction,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@1.16.12?instance=72,7.6,0.336,False,True,High,9.1,P1,Open,SyntheticScanner
FND-000295,APP-0008,Data Hub,preproduction,CVE-2024-21626,pkg:maven/org.yaml/snakeyaml@9.5.12?instance=50,4.9,0.3344,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000296,APP-0009,IAM Gateway,production,CVE-2024-3094,pkg:pypi/numpy@1.11.7?instance=30,4.9,0.0258,False,True,Critical,5.5,P2,Open,SyntheticScanner
FND-000297,APP-0009,IAM Gateway,production,CVE-2025-32463,pkg:pypi/jinja2@3.9.10?instance=18,7.2,0.2516,False,True,Critical,9.2,P1,Open,SyntheticScanner
FND-000298,APP-0009,IAM Gateway,production,CVE-2024-3094,pkg:pypi/urllib3@4.4.1?instance=6,5.0,0.3948,False,False,Critical,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000299,APP-0009,IAM Gateway,production,CVE-2023-44487,pkg:pypi/numpy@4.2.4?instance=61,8.3,0.6016,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000300,APP-0009,IAM Gateway,production,CVE-2025-29927,pkg:pypi/flask@4.5.11?instance=47,5.4,0.4338,False,True,Critical,7.6,P1,Open,SyntheticScanner
FND-000301,APP-0009,IAM Gateway,production,CVE-2024-21626,pkg:pypi/jinja2@1.5.6?instance=4,5.6,0.2933,False,True,Critical,7.3,P2,Open,SyntheticScanner
FND-000302,APP-0009,IAM Gateway,production,CVE-2023-44487,pkg:pypi/requests@5.20.12?instance=37,9.9,0.059,False,False,Critical,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000303,APP-0009,IAM Gateway,production,CVE-2024-21626,pkg:pypi/jinja2@4.12.4?instance=40,8.7,0.0203,False,False,Critical,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000304,APP-0009,IAM Gateway,production,CVE-2021-44228,pkg:pypi/django@6.0.9?instance=56,4.4,0.1009,False,True,Critical,5.1,P2,Open,SyntheticScanner
FND-000305,APP-0009,IAM Gateway,production,CVE-2024-3094,pkg:pypi/numpy@7.7.0?instance=9,8.8,0.2022,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000306,APP-0009,IAM Gateway,production,CVE-2025-24813,pkg:pypi/jinja2@3.15.6?instance=62,6.9,0.4823,False,True,Critical,9.9,P1,Open,SyntheticScanner
FND-000307,APP-0009,IAM Gateway,production,CVE-2022-22965,pkg:pypi/numpy@4.2.3?instance=59,8.8,0.2966,False,False,Critical,7.7,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000308,APP-0009,IAM Gateway,production,CVE-2023-44487,pkg:pypi/flask@5.2.12?instance=66,5.5,0.5299,False,True,Critical,8.1,P1,Open,SyntheticScanner
FND-000309,APP-0009,IAM Gateway,production,CVE-2025-24813,pkg:pypi/cryptography@2.20.7?instance=68,9.5,0.2828,False,False,Critical,8.2,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000310,APP-0009,IAM Gateway,production,CVE-2025-24813,pkg:pypi/cryptography@4.8.6?instance=54,6.5,0.3834,False,True,Critical,8.9,P1,Open,SyntheticScanner
FND-000311,APP-0009,IAM Gateway,production,CVE-2023-38545,pkg:pypi/flask@8.16.3?instance=55,5.1,0.3607,False,True,Critical,6.9,P2,Open,SyntheticScanner
FND-000312,APP-0009,IAM Gateway,production,CVE-2024-21626,pkg:pypi/requests@5.20.0?instance=71,9.4,0.206,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000313,APP-0009,IAM Gateway,production,CVE-2023-44487,pkg:pypi/requests@6.16.3?instance=17,5.5,0.0992,False,True,Critical,6.4,P2,Open,SyntheticScanner
FND-000314,APP-0009,IAM Gateway,production,CVE-2025-29927,pkg:pypi/requests@5.20.12?instance=37,5.8,0.5244,False,True,Critical,8.5,P1,Open,SyntheticScanner
FND-000315,APP-0009,IAM Gateway,production,CVE-2025-29927,pkg:pypi/django@7.1.8?instance=43,6.5,0.0623,False,False,Critical,5.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000316,APP-0009,IAM Gateway,production,CVE-2024-21626,pkg:pypi/jinja2@6.11.7?instance=33,7.2,0.0201,False,False,Critical,5.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000317,APP-0009,IAM Gateway,production,CVE-2025-29927,pkg:pypi/pyyaml@4.9.7?instance=15,4.6,0.0173,False,True,Critical,5.1,P2,Open,SyntheticScanner
FND-000318,APP-0009,IAM Gateway,production,CVE-2022-22965,pkg:pypi/django@6.7.10?instance=50,9.7,0.6785,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000319,APP-0009,IAM Gateway,preproduction,CVE-2021-44228,pkg:pypi/flask@4.1.6?instance=31,4.8,0.1228,False,True,Critical,5.7,P2,Open,SyntheticScanner
FND-000320,APP-0009,IAM Gateway,preproduction,CVE-2025-24813,pkg:pypi/pyyaml@7.8.6?instance=28,7.9,0.243,False,False,Critical,6.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000321,APP-0009,IAM Gateway,preproduction,CVE-2023-44487,pkg:pypi/flask@4.1.6?instance=31,7.8,0.0732,False,False,Critical,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000322,APP-0009,IAM Gateway,preproduction,CVE-2021-44228,pkg:pypi/urllib3@1.3.7?instance=67,7.0,0.3216,False,False,Critical,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000323,APP-0009,IAM Gateway,preproduction,CVE-2023-38545,pkg:pypi/numpy@6.16.10?instance=41,5.2,0.0022,False,False,Critical,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000324,APP-0009,IAM Gateway,preproduction,CVE-2025-24813,pkg:pypi/pyyaml@3.9.2?instance=27,8.3,0.1946,False,False,Critical,6.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000325,APP-0009,IAM Gateway,preproduction,CVE-2023-38545,pkg:pypi/pyyaml@3.9.2?instance=27,5.8,0.4196,False,True,Critical,8.1,P1,Open,SyntheticScanner
FND-000326,APP-0009,IAM Gateway,preproduction,CVE-2023-38545,pkg:pypi/numpy@7.6.5?instance=25,9.2,0.1254,False,False,Critical,7.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000327,APP-0009,IAM Gateway,preproduction,CVE-2025-24813,pkg:pypi/numpy@6.16.10?instance=41,7.8,0.1848,False,True,Critical,9.6,P1,Open,SyntheticScanner
FND-000328,APP-0009,IAM Gateway,preproduction,CVE-2022-22965,pkg:pypi/urllib3@7.7.4?instance=58,9.0,0.2744,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000329,APP-0009,IAM Gateway,preproduction,CVE-2025-24813,pkg:pypi/numpy@6.2.1?instance=15,9.8,0.2272,False,False,Critical,8.2,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000330,APP-0009,IAM Gateway,preproduction,CVE-2024-21626,pkg:pypi/flask@2.8.1?instance=2,9.8,0.0733,False,False,Critical,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000331,APP-0009,IAM Gateway,preproduction,CVE-2025-32463,pkg:pypi/pyyaml@3.9.2?instance=27,7.9,0.7536,False,False,Critical,8.6,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000332,APP-0009,IAM Gateway,preproduction,CVE-2024-21626,pkg:pypi/cryptography@9.18.11?instance=24,6.4,0.0993,False,False,Critical,5.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000333,APP-0009,IAM Gateway,preproduction,CVE-2021-44228,pkg:pypi/pyyaml@5.18.7?instance=35,9.8,0.099,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000334,APP-0009,IAM Gateway,preproduction,CVE-2025-24813,pkg:pypi/cryptography@9.18.11?instance=24,8.2,0.0748,False,False,Critical,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000335,APP-0009,IAM Gateway,preproduction,CVE-2022-22965,pkg:pypi/pyyaml@6.1.0?instance=43,4.4,0.1978,False,True,Critical,5.4,P2,Open,SyntheticScanner
FND-000336,APP-0009,IAM Gateway,preproduction,CVE-2021-44228,pkg:pypi/django@5.17.5?instance=13,7.7,0.1982,False,False,Critical,6.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000337,APP-0009,IAM Gateway,preproduction,CVE-2024-3094,pkg:pypi/flask@2.8.1?instance=2,9.3,0.5823,False,False,Critical,9.4,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000338,APP-0009,IAM Gateway,preproduction,CVE-2024-3094,pkg:pypi/pyyaml@7.8.6?instance=28,5.0,0.1497,False,True,Critical,6.0,P2,Open,SyntheticScanner
FND-000339,APP-0009,IAM Gateway,preproduction,CVE-2023-38545,pkg:pypi/pyyaml@1.8.12?instance=49,8.4,0.0223,False,False,Critical,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000340,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.postgresql/postgresql@5.10.2?instance=31,9.9,0.0675,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000341,APP-0010,GED,production,CVE-2021-44228,pkg:maven/org.springframework/spring-core@5.20.7?instance=55,4.5,0.1121,False,True,Critical,5.3,P2,Open,SyntheticScanner
FND-000342,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@1.2.3?instance=54,6.9,0.4276,False,True,Critical,9.6,P1,Open,SyntheticScanner
FND-000343,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.springframework/spring-core@1.12.11?instance=77,5.7,0.0875,False,True,Critical,6.6,P2,Open,SyntheticScanner
FND-000344,APP-0010,GED,production,CVE-2022-22965,pkg:maven/org.apache.commons/commons-text@3.12.8?instance=4,4.8,0.0272,False,False,Critical,3.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000345,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.apache.logging.log4j/log4j-core@2.8.2?instance=49,5.2,0.1872,False,True,Critical,6.4,P2,Open,SyntheticScanner
FND-000346,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@3.14.7?instance=26,5.6,0.2761,False,True,Critical,7.2,P2,Open,SyntheticScanner
FND-000347,APP-0010,GED,production,CVE-2025-24813,pkg:maven/org.hibernate/hibernate-core@1.10.9?instance=64,6.4,0.2308,False,False,Critical,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000348,APP-0010,GED,production,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.7.6?instance=69,9.7,0.0347,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000349,APP-0010,GED,production,CVE-2025-24813,pkg:maven/org.springframework/spring-core@5.12.8?instance=72,6.6,0.0939,False,True,Critical,7.7,P1,Open,SyntheticScanner
FND-000350,APP-0010,GED,production,CVE-2026-21401,pkg:maven/org.springframework/spring-core@7.0.2?instance=57,9.7,0.1122,False,False,Critical,7.6,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000351,APP-0010,GED,production,CVE-2023-38545,pkg:maven/io.netty/netty-handler@1.14.5?instance=47,5.2,0.1812,False,False,Critical,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000352,APP-0010,GED,production,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@4.8.0?instance=40,9.0,0.3105,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000353,APP-0010,GED,production,CVE-2024-21626,pkg:maven/org.yaml/snakeyaml@4.7.12?instance=32,8.2,0.0735,False,False,Critical,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000354,APP-0010,GED,production,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@2.8.2?instance=49,5.9,0.3068,False,True,Critical,7.7,P1,Open,SyntheticScanner
FND-000355,APP-0010,GED,production,CVE-2023-44487,pkg:maven/org.postgresql/postgresql@7.19.10?instance=36,5.8,0.338,False,True,Critical,7.7,P1,Open,SyntheticScanner
FND-000356,APP-0010,GED,production,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@4.8.0?instance=40,5.2,0.1535,False,True,Critical,6.3,P2,Open,SyntheticScanner
FND-000357,APP-0010,GED,production,CVE-2021-44228,pkg:maven/io.netty/netty-handler@7.3.7?instance=46,9.7,0.6052,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000358,APP-0010,GED,production,CVE-2023-38545,pkg:maven/org.yaml/snakeyaml@1.19.4?instance=75,4.4,0.4861,False,True,Critical,6.3,P2,Open,SyntheticScanner
FND-000359,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@2.10.7?instance=27,8.5,0.091,False,True,Critical,9.9,P1,Open,SyntheticScanner
FND-000360,APP-0010,GED,production,CVE-2025-32463,pkg:maven/org.apache.commons/commons-text@7.11.8?instance=52,6.6,0.224,False,False,Critical,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000361,APP-0010,GED,production,CVE-2024-3094,pkg:maven/org.hibernate/hibernate-core@5.15.2?instance=60,8.2,0.2968,False,False,Critical,7.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000362,APP-0010,GED,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@3.19.1?instance=28,4.4,0.0388,False,True,Critical,4.9,P3,Open,SyntheticScanner
FND-000363,APP-0010,GED,preproduction,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@5.1.5?instance=3,4.4,0.0117,False,True,Critical,4.9,P3,Open,SyntheticScanner
FND-000364,APP-0010,GED,preproduction,CVE-2025-32463,pkg:maven/org.springframework/spring-core@3.2.4?instance=20,6.8,0.4734,False,True,Critical,9.7,P1,Open,SyntheticScanner
FND-000365,APP-0010,GED,preproduction,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@3.5.2?instance=43,8.1,0.2166,False,False,Critical,6.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000366,APP-0010,GED,preproduction,CVE-2022-22965,pkg:maven/org.yaml/snakeyaml@2.7.5?instance=62,7.0,0.0791,False,True,Critical,8.1,P1,Open,SyntheticScanner
FND-000367,APP-0010,GED,preproduction,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@5.13.6?instance=51,8.4,0.3376,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000368,APP-0010,GED,preproduction,CVE-2024-3094,pkg:maven/org.springframework/spring-core@8.7.7?instance=25,5.1,0.7731,False,False,Critical,5.6,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000369,APP-0010,GED,preproduction,CVE-2026-21401,pkg:maven/com.fasterxml.jackson.core/jackson-databind@8.20.8?instance=10,9.0,0.0482,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000370,APP-0010,GED,preproduction,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.1.2?instance=0,5.2,0.0456,False,True,Critical,5.9,P2,Open,SyntheticScanner
FND-000371,APP-0010,GED,preproduction,CVE-2025-24813,pkg:maven/io.netty/netty-handler@1.20.10?instance=41,6.8,0.4041,False,True,Critical,9.4,P1,Open,SyntheticScanner
FND-000372,APP-0010,GED,preproduction,CVE-2021-44228,pkg:maven/org.yaml/snakeyaml@6.20.0?instance=36,9.3,0.3123,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000373,APP-0010,GED,preproduction,CVE-2026-21401,pkg:maven/com.fasterxml.jackson.core/jackson-databind@8.20.8?instance=10,9.7,0.3573,False,False,Critical,8.8,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000374,APP-0010,GED,preproduction,CVE-2023-44487,pkg:maven/org.springframework/spring-core@2.5.2?instance=59,8.2,0.1673,False,False,Critical,6.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000375,APP-0010,GED,preproduction,CVE-2024-3094,pkg:maven/org.yaml/snakeyaml@4.10.1?instance=32,6.8,0.2292,False,False,Critical,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000376,APP-0010,GED,preproduction,CVE-2023-44487,pkg:maven/io.netty/netty-handler@5.1.6?instance=42,6.5,0.1504,False,False,Critical,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000377,APP-0010,GED,preproduction,CVE-2024-21626,pkg:maven/org.springframework/spring-core@6.14.1?instance=52,5.1,0.2182,False,True,Critical,6.4,P2,Open,SyntheticScanner
FND-000378,APP-0010,GED,preproduction,CVE-2025-29927,pkg:maven/org.springframework/spring-core@1.7.10?instance=58,5.6,0.1022,False,True,Critical,6.5,P2,Open,SyntheticScanner
FND-000379,APP-0010,GED,preproduction,CVE-2021-44228,pkg:maven/org.postgresql/postgresql@6.9.3?instance=23,6.8,0.3267,False,True,Critical,9.0,P1,Open,SyntheticScanner
FND-000380,APP-0011,Notification Service,production,CVE-2025-24813,pkg:pypi/flask@9.10.3?instance=59,7.7,0.3989,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000381,APP-0011,Notification Service,production,CVE-2024-21626,pkg:pypi/numpy@8.20.10?instance=36,8.7,0.2685,False,True,High,10,P1,Open,SyntheticScanner
FND-000382,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/pyyaml@2.10.8?instance=26,4.6,0.1677,False,True,High,5.0,P2,Open,SyntheticScanner
FND-000383,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/numpy@1.6.10?instance=61,9.7,0.0909,False,True,High,10,P1,Open,SyntheticScanner
FND-000384,APP-0011,Notification Service,production,CVE-2024-3094,pkg:pypi/requests@9.13.9?instance=14,6.7,0.0088,False,True,High,6.6,P2,Open,SyntheticScanner
FND-000385,APP-0011,Notification Service,production,CVE-2023-38545,pkg:pypi/numpy@5.7.8?instance=69,8.2,0.035,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000386,APP-0011,Notification Service,production,CVE-2023-38545,pkg:pypi/jinja2@2.4.7?instance=28,4.3,0.4672,False,False,High,3.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000387,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/jinja2@2.13.0?instance=55,6.8,0.4281,False,True,High,8.5,P1,Open,SyntheticScanner
FND-000388,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/flask@3.4.4?instance=43,7.8,0.1008,False,True,High,8.2,P1,Open,SyntheticScanner
FND-000389,APP-0011,Notification Service,production,CVE-2024-3094,pkg:pypi/urllib3@7.7.7?instance=60,4.1,0.4928,False,True,High,5.3,P2,Open,SyntheticScanner
FND-000390,APP-0011,Notification Service,production,CVE-2025-29927,pkg:pypi/urllib3@4.18.10?instance=3,8.1,0.4562,False,True,High,10,P1,Open,SyntheticScanner
FND-000391,APP-0011,Notification Service,production,CVE-2024-21626,pkg:pypi/requests@5.9.8?instance=52,8.0,0.3381,False,False,High,6.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000392,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/cryptography@9.6.2?instance=22,9.9,0.3716,False,False,High,8.1,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000393,APP-0011,Notification Service,production,CVE-2024-3094,pkg:pypi/pyyaml@7.0.9?instance=38,4.7,0.0601,False,True,High,4.8,P3,Open,SyntheticScanner
FND-000394,APP-0011,Notification Service,production,CVE-2024-21626,pkg:pypi/numpy@5.7.8?instance=69,5.2,0.1274,False,False,High,3.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000395,APP-0011,Notification Service,production,CVE-2023-44487,pkg:pypi/flask@2.10.4?instance=65,6.4,0.0938,False,False,High,4.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000396,APP-0011,Notification Service,production,CVE-2022-22965,pkg:pypi/jinja2@9.19.4?instance=9,6.5,0.0864,False,False,High,4.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000397,APP-0011,Notification Service,production,CVE-2024-3094,pkg:pypi/jinja2@6.12.4?instance=37,8.1,0.3333,False,True,High,9.7,P1,Open,SyntheticScanner
FND-000398,APP-0011,Notification Service,production,CVE-2025-29927,pkg:pypi/urllib3@7.12.5?instance=46,6.0,0.1245,False,False,High,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000399,APP-0011,Notification Service,production,CVE-2022-22965,pkg:pypi/flask@1.2.10?instance=13,8.4,0.1483,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000400,APP-0011,Notification Service,production,CVE-2025-32463,pkg:pypi/pyyaml@3.2.9?instance=8,8.7,0.0392,False,False,High,5.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000401,APP-0011,Notification Service,production,CVE-2025-29927,pkg:pypi/jinja2@7.20.0?instance=42,5.6,0.5489,False,True,High,7.4,P2,Open,SyntheticScanner
FND-000402,APP-0011,Notification Service,preproduction,CVE-2021-44228,pkg:pypi/urllib3@3.8.10?instance=37,5.6,0.6105,False,True,High,7.7,P1,Open,SyntheticScanner
FND-000403,APP-0011,Notification Service,preproduction,CVE-2022-22965,pkg:pypi/flask@8.11.12?instance=6,8.1,0.22,False,True,High,9.1,P1,Open,SyntheticScanner
FND-000404,APP-0011,Notification Service,preproduction,CVE-2021-44228,pkg:pypi/pyyaml@1.11.0?instance=23,4.7,0.3006,False,True,High,5.5,P2,Open,SyntheticScanner
FND-000405,APP-0011,Notification Service,preproduction,CVE-2025-24813,pkg:pypi/jinja2@7.17.8?instance=18,4.7,0.3491,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000406,APP-0011,Notification Service,preproduction,CVE-2023-44487,pkg:pypi/django@3.13.3?instance=13,9.4,0.293,False,True,High,10,P1,Open,SyntheticScanner
FND-000407,APP-0011,Notification Service,preproduction,CVE-2025-32463,pkg:pypi/flask@7.3.5?instance=46,5.2,0.2082,False,True,High,5.8,P2,Open,SyntheticScanner
FND-000408,APP-0011,Notification Service,preproduction,CVE-2024-21626,pkg:pypi/requests@4.12.3?instance=43,6.8,0.1488,False,False,High,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000409,APP-0011,Notification Service,preproduction,CVE-2023-38545,pkg:pypi/pyyaml@2.12.0?instance=41,6.4,0.161,False,True,High,6.9,P2,Open,SyntheticScanner
FND-000410,APP-0011,Notification Service,preproduction,CVE-2023-38545,pkg:pypi/jinja2@5.8.10?instance=24,8.2,0.4959,False,True,High,10,P1,Open,SyntheticScanner
FND-000411,APP-0011,Notification Service,preproduction,CVE-2025-29927,pkg:pypi/requests@8.7.2?instance=29,4.2,0.2917,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000412,APP-0011,Notification Service,preproduction,CVE-2025-32463,pkg:pypi/requests@4.7.2?instance=22,4.3,0.2486,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000413,APP-0011,Notification Service,preproduction,CVE-2024-3094,pkg:pypi/urllib3@9.4.3?instance=0,5.0,0.0699,False,False,High,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
